gameId,playId,playDescription,quarter,down,yardsToGo,possessionTeam,specialTeamsPlayType,specialTeamsResult,kickerId,returnerId,kickBlockerId,yardlineSide,yardlineNumber,gameClock,penaltyCodes,penaltyJerseyNumbers,penaltyYards,preSnapHomeScore,preSnapVisitorScore,passResult,kickLength,kickReturnYardage,playResult,absoluteYardlineNumber,homeTeamAbbr,visitorTeamAbbr,snapDetail,snapTime,operationTime,hangTime,kickType,kickDirectionIntended,kickDirectionActual,returnDirectionIntended,returnDirectionActual,missedTackler,assistTackler,tackler,kickoffReturnFormation,gunners,puntRushers,specialTeamsSafeties,vises,kickContactType,time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,team,frameId,playDirection,x_football,y_football,gunner1_jersey_num,gunner2_jersey_num,defense_team_abbr,x_gunner1,y_gunner1,x_gunner2,y_gunner2,distance_returner_gunner1,distance_returner_gunner2,y_football_rescaled
2019121501,3702,"(5:11) (Punt formation) K.Huber punts 50 yards to NE 27, Center-C.Harris. M.Sanu Sr. to NE 28 for 1 yard (S.Morgan).",4,4,10,CIN,Punt,Return,34593,38613,,CIN,23,05:11:00,,,,13,34,,50,1.0,49,33,CIN,NE,OK,0.88,2.31,4.1,N,C,C,,,,,CIN 17,,CIN 29; CIN 17,NE 43,,NE 27; NE 29,CC,2019-12-15T20:51:04.800Z,82.34,19.88,3.93,2.35,0.39,240.65,132.03,punt_received,38613,Mohamed Sanu,14,WR,away,75,right,81.63,19.81,29,17,CIN,76.18,22.9,77.77,17.86,6.8604665,4.9965286,74.33
2018120911,322,"(10:44) A.Lee punts 45 yards to DET 31, Center-A.Brewer. T.Jones to DET 35 for 4 yards (T.Armbrister).",1,4,16,ARI,Punt,Return,29141,41418,,ARI,24,10:44:00,,,,0,0,,45,4.0,41,86,ARI,DET,OK,0.87,2.13,4.66,N,L,L,R,R,ARI 59,,ARI 58,,ARI 26; ARI 30,,DET 32,DET 38; DET 45; DET 21,CC,2018-12-09T21:35:19.600Z,41.38,9.93,0.99,4.43,0.08,103.77,351.1,punt_received,41418,T.J. Jones,13,WR,away,79,left,41.04,10.0,26,30,ARI,49.51,7.67,59.95,19.65,8.438276,20.960041,37.52
2018092304,1431,"(7:59) B.Kern punts 54 yards to JAX 18, Center-B.Brinkley. J.Mickens to JAX 26 for 8 yards (W.Compton). PENALTY on JAX-T.Herndon, Illegal Block Above the Waist, 9 yards, enforced at JAX 18.",2,4,7,TEN,Punt,Return,33338,44029,,TEN,28,07:59:00,IBW,JAX 41,9.0,3,3,,54,0.0,63,82,JAX,TEN,OK,0.76,2.06,4.49,N,C,C,C,C,,,,,TEN 36; TEN 29,,,JAX 41; JAX 26; JAX 23,CFFG,2018-09-23T17:59:27.300Z,29.58,34.25,3.88,1.13,0.39,101.71,291.96,punt_received,44029,Jaydon Mickens,85,WR,home,82,left,30.25,34.26,36,29,TEN,37.3,28.2,50.11,48.7,9.808206,25.105446,71.44
2020100407,2461,"(13:04) T.Long punts 61 yards to TB 19, Center-C.Mazza. J.Mickens to TB 31 for 12 yards (J.Jackson).",3,4,15,LAC,Punt,Return,42663,44029,,LAC,20,13:04:00,,,,14,24,,61,12.0,49,90,TB,LAC,OK,0.73,2.1,4.55,N,R,R,L,L,,,LAC 22,,LAC 37; LAC 28,,TB 26,TB 32; TB 39; TB 29,CC,2020-10-04T19:00:54.300Z,29.48,44.83,2.06,2.58,0.19,141.97,304.04,punt_received,44029,Jaydon Mickens,85,WR,home,78,left,30.0,44.25,37,28,LAC,49.8,27.07,49.72,43.38,26.987404,20.291872,33.96
2019121501,3068,"(12:21) (Punt formation) J.Bailey punts 50 yards to CIN 20, Center-J.Cardona. D.Phillips to CIN 29 for 9 yards (M.Slater; J.Bentley).",4,4,3,NE,Punt,Return,47946,46239,,NE,30,12:21:00,,,,10,27,,50,9.0,41,80,CIN,NE,OK,0.84,2.18,3.9,N,C,C,C,C,NE 43,NE 51,NE 18,,NE 18; NE 29,,CIN 17,CIN 41; CIN 26; CIN 29,CC,2019-12-15T20:24:58.900Z,31.13,24.18,4.99,1.55,0.5,132.31,216.17,punt_received,46239,Darius Phillips,24,CB,home,71,left,31.76,23.72,18,29,NE,46.55,12.57,49.62,28.08,19.302034,18.896828,89.01
2020112204,686,"(4:06) J.Scott punts 39 yards to IND 36, Center-H.Bradley. N.Hines to IND 40 for 4 yards (W.Redmond).",1,4,19,GB,Punt,Return,46241,46173,,GB,25,04:06:00,,,,7,7,,39,4.0,35,85,IND,GB,OK,0.82,2.02,4.39,N,C,C,C,C,,,GB 25,,GB 37; GB 25,IND 14; IND 31; IND 44; IND 45; IND 59; IND 76,,IND 26; IND 35,CC,2020-11-22T21:54:08.700Z,45.38,28.06,4.24,3.26,0.43,100.45,86.56,punt_received,46173,Nyheim Hines,21,RB,home,74,left,46.23,27.9,37,25,GB,49.09,25.26,48.37,34.96,4.648021,7.51998,95.31
2018092000,202,"(12:35) (Punt formation) L.Edwards punts 51 yards to CLE 24, Center-T.Hennessy. J.Peppers to CLE 26 for 2 yards (D.Middleton).",1,4,14,NYJ,Punt,Return,43524,44837,,NYJ,25,12:35:00,,,,0,0,,51,2.0,49,85,CLE,NYJ,OK,0.83,2.07,3.93,N,C,C,,,,,NYJ 36,,NYJ 27; NYJ 17,CLE 84,CLE 37,CLE 20; CLE 39; CLE 38,CFFG,2018-09-21T00:28:08.300Z,34.59,19.72,0.68,4.57,0.05,69.82,140.62,punt_received,44837,Jabrill Peppers,22,FS,home,92,left,35.56,19.75,27,17,NYJ,49.96,13.78,36.62,21.48,16.477879,2.6867266,74.11
2018093005,725,"(1:37) L.Edwards punts 61 yards to JAX 23, Center-T.Hennessy. J.Mickens to JAX 23 for no gain (T.Brooks; D.Roberts).",1,4,3,NYJ,Punt,Return,43524,44029,,NYJ,16,01:37:00,,,,3,0,,61,0.0,61,26,JAX,NYJ,OK,0.94,2.13,4.3,N,C,C,,,,NYJ 27,NYJ 23,,NYJ 27; NYJ 23,JAX 22,,JAX 23; JAX 41,CFFG,2018-09-30T17:26:27.800Z,85.48,42.84,7.18,3.22,0.73,334.0,43.65,punt_received,44029,Jaydon Mickens,85,WR,home,102,right,85.96,43.47,27,23,NYJ,79.24,45.13,80.78,39.59,6.6469316,5.7142367,36.89
2018123001,1223,"(10:53) M.Haack punts 36 yards to BUF 26, Center-J.Denney. I.McKenzie to BUF 26 for no gain (M.Smith, S.Perry).",2,4,18,MIA,Punt,Return,45296,44985,,MIA,38,10:53:00,,,,14,0,,36,0.0,36,48,BUF,MIA,OK,0.93,2.3,4.35,A,C,C,C,C,,MIA 34,MIA 26,,MIA 26; MIA 35,BUF 80,BUF 29,BUF 30; BUF 37,CFFG,2018-12-30T18:48:22.500Z,83.37,30.63,2.89,1.0,0.28,179.23,166.03,punt_received,44985,Isaiah McKenzie,19,WR,home,94,right,83.36,30.23,26,35,MIA,84.89,30.58,78.42,28.99,1.5208222,5.2146044,86.57
2020122704,130,"(14:12) J.Gillan punts 43 yards to NYJ 17, Center-C.Hughlett. B.Berrios pushed ob at NYJ 26 for 9 yards (P.Gustin).",1,4,5,CLE,Punt,Return,48139,46279,,CLE,40,14:12:00,,,,0,0,,43,9.0,34,50,NYJ,CLE,OK,0.88,2.23,4.54,N,C,C,L,L,,,CLE 97,,CLE 20; CLE 34,,NYJ 16; NYJ 26,NYJ 27; NYJ 38,CC,2020-12-27T18:05:39.800Z,93.53,19.31,4.58,3.27,0.45,259.33,208.81,punt_received,46279,Braxton Berrios,10,WR,home,79,right,93.62,19.58,20,34,CLE,88.01,28.42,82.8,14.46,10.651877,11.775203,73.47
2020122013,3351,"(14:15) M.Wishnowsky punts 46 yards to DAL 24, Center-T.Pepper. C.Lamb to DAL 40 for 16 yards (T.Pepper).",4,4,4,SF,Punt,Return,47893,52425,,SF,30,14:15:00,,,,24,24,,46,16.0,30,40,DAL,SF,OK,0.95,1.88,4.23,N,C,C,C,C,SF 26; SF 27,,SF 46,,SF 26; SF 86,DAL 29; DAL 34; DAL 92,DAL 11,DAL 41,CC,2020-12-20T20:37:48.400Z,85.59,16.52,1.08,2.84,0.1,267.44,128.9,punt_received,52425,CeeDee Lamb,88,WR,home,72,right,83.91,16.84,26,86,SF,75.28,24.55,78.5,17.26,13.068168,7.1285133,63.19
2020111506,4183,"(4:47) A.Lee punts 47 yards to BUF 48, Center-A.Brewer. A.Roberts to ARI 42 for 10 yards (D.Foster). PENALTY on BUF-S.Neal, Offensive Holding, 10 yards, enforced at ARI 42.",4,4,7,ARI,Punt,Return,29141,35527,,ARI,5,04:47:00,OH,BUF 33,10.0,26,23,,47,10.0,47,105,ARI,BUF,OK,0.87,2.15,4.06,N,L,L,R,R,,,,,ARI 16; ARI 28,BUF 92,,BUF 24; BUF 33; BUF 37,CC,2020-11-16T00:01:52.500Z,58.08,13.07,3.51,1.46,0.35,56.37,160.97,punt_received,35527,Andre Roberts,18,WR,away,73,left,59.27,12.77,16,28,ARI,74.81,9.91,67.2,23.29,17.025818,13.697547,47.92
2018110408,2989,"(15:00) D.Jones punts 42 yards to SEA 30, Center-M.Windt. T.Lockett to SEA 30 for no gain (U.Nwosu; M.Windt). PENALTY on SEA-A.King, Offensive Holding, 10 yards, enforced at SEA 30.",4,4,8,LAC,Punt,Return,29177,42412,,LAC,28,15:00:00,OH,SEA 36,10.0,10,19,,42,0.0,52,82,SEA,LAC,OK,0.87,2.13,3.9,N,C,C,,,,,,,LAC 24; LAC 30,,,SEA 28; SEA 36,CFFG,2018-11-04T23:22:23.800Z,39.52,16.81,1.56,3.25,0.14,83.02,25.77,punt_received,42412,Tyler Lockett,16,WR,home,87,left,40.36,16.65,24,30,LAC,42.4,11.47,43.86,16.85,6.0671244,4.340184,62.48
2020112204,2524,"(6:08) J.Scott punts 40 yards to IND 40, Center-H.Bradley. N.Hines to IND 45 for 5 yards (O.Burks, J.Jackson).",3,4,4,GB,Punt,Return,46241,46173,,GB,20,06:08:00,,,,17,28,,40,5.0,35,90,IND,GB,L,0.82,2.04,4.71,N,L,L,R,R,,,GB 37,,GB 37; GB 25,IND 45,IND 38,IND 26; IND 30; IND 35,CFFG,2020-11-22T23:22:53.000Z,50.98,11.84,3.15,1.45,0.32,99.06,209.19,punt_received,46173,Nyheim Hines,21,RB,home,88,left,50.23,12.32,37,25,GB,55.22,13.27,56.6,26.89,4.474651,16.065083,46.23
2018111200,123,"(13:45) R.Dixon punts 53 yards to SF 23, Center-Z.DeOssie. R.James to SF 46 for 23 yards (R.Dixon).",1,4,11,NYG,Punt,Return,43517,46309,,NYG,24,13:45:00,,,,0,0,,53,23.0,30,34,SF,NYG,OK,0.93,2.2,4.31,N,C,C,C,C,NYG 30,NYG 59,NYG 09,,NYG 81; NYG 30,,,SF 33; SF 32; SF 20,CC,2018-11-13T01:18:14.600Z,86.97,34.07,1.59,1.83,0.16,260.62,207.8,punt_received,46309,Richie James,13,WR,home,75,right,86.01,34.12,81,30,NYG,53.55,47.33,70.15,31.76,35.95447,16.977882,71.97
2020122005,2656,"(3:01) S.Hofrichter punts 47 yards to TB 24, Center-J.Harris. K.Barner ran ob at TB 24 for no gain (T.Hall).",3,4,6,ATL,Punt,Return,52636,40130,,ATL,29,03:01:00,,,,24,14,,47,0.0,47,81,ATL,TB,OK,0.97,2.11,4.76,N,R,R,,,,,ATL 44,,ATL 23; ATL 44,,TB 26,TB 32; TB 35; TB 29,CC,2020-12-20T20:02:44.800Z,34.06,51.09,3.99,3.75,0.42,23.85,351.82,punt_received,40130,Kenjon Barner,44,RB,away,85,left,32.94,51.27,23,44,ATL,41.65,44.44,37.17,50.68,10.091115,3.1369092,7.62
2018121500,1610,"(6:52) L.Edwards punts 54 yards to HOU 16, Center-T.Hennessy. D.Carter to HOU 31 for 15 yards (E.Tomlinson).",2,4,5,NYJ,Punt,Return,43524,42794,,NYJ,30,06:52:00,,,,3,13,,54,15.0,39,40,NYJ,HOU,OK,0.91,2.11,4.37,N,C,C,L,L,NYJ 17,NYJ 83,NYJ 45,,NYJ 40; NYJ 17,,,HOU 33; HOU 23; HOU 43,CC,2018-12-15T22:32:16.000Z,93.12,14.2,2.27,3.57,0.21,263.35,204.38,punt_received,42794,DeAndre Carter,14,WR,away,80,right,93.2,14.38,40,17,NYJ,85.68,21.68,70.25,6.05,10.550071,24.278786,53.96
2018101800,2889,"(6:01) C.Wadman punts 46 yards to ARI 28, Center-C.Kreiter. C.Kirk to ARI 37 for 9 yards (T.Patrick).",3,4,5,DEN,Punt,Return,45986,46116,,DEN,26,06:01:00,,,,10,35,,46,9.0,37,84,ARI,DEN,OK,0.84,2.02,4.15,N,C,C,C,C,,,DEN 81,,DEN 41; DEN 81,,,ARI 26; ARI 28; ARI 21,CC,2018-10-19T02:31:23.300Z,39.9,36.99,2.55,1.35,0.25,79.44,238.1,punt_received,46116,Christian Kirk,13,WR,home,71,left,40.64,37.06,41,81,DEN,62.0,27.21,46.72,44.85,24.1673,10.406344,60.94
2019120101,3244,"(13:01) M.Palardy punts 39 yards to WAS 28, Center-J.Jansen. S.Sims to WAS 33 for 5 yards (A.Smith).",4,4,13,CAR,Punt,Return,42098,48051,,CAR,33,13:01:00,,,,14,15,,39,5.0,34,77,CAR,WAS,OK,0.86,2.18,4.2,N,C,R,L,L,,,CAR 57,,CAR 39; CAR 18,,WAS 22,WAS 38; WAS 30; WAS 32,CC,2019-12-01T20:47:05.900Z,38.86,40.44,7.04,2.37,0.72,94.21,31.69,punt_received,48051,Steven Sims,15,WR,away,76,left,39.53,40.49,39,18,CAR,45.74,18.14,49.37,31.21,23.337189,13.987601,48.07
2018110408,3336,"(8:00) D.Jones punts 38 yards to SEA 25, Center-M.Windt. T.Lockett to SEA 23 for -2 yards (G.Davis; A.Phillips).",4,4,15,LAC,Punt,Return,29177,42412,,LAC,37,08:00:00,,,,10,19,,38,-2.0,40,73,SEA,LAC,OK,0.79,2.21,3.71,N,C,C,,,LAC 30,LAC 31,LAC 11,,LAC 24; LAC 30,,,SEA 37; SEA 33; SEA 28; SEA 36,CC,2018-11-04T23:37:25.300Z,34.61,16.8,1.03,3.49,0.1,86.11,1.58,punt_received,42412,Tyler Lockett,16,WR,home,71,left,34.9,17.01,24,30,LAC,73.46,2.85,38.68,19.67,41.278625,4.9801407,63.83
2018102805,1544,"(6:11) C.Wadman punts 50 yards to KC 11, Center-C.Kreiter. T.Hill to KC 8 for -3 yards (S.Barrett).",2,4,20,DEN,Punt,Return,45986,43454,,DEN,39,06:11:00,,,,10,7,,50,-3.0,53,71,KC,DEN,OK,0.96,2.14,4.45,N,L,L,C,C,,,DEN 48,,DEN 38; DEN 81,,KC 19,KC 35; KC 11; KC 21; KC 30,CC,2018-10-28T18:00:35.800Z,21.42,9.12,3.41,3.91,0.34,51.6,272.93,punt_received,43454,Tyreek Hill,10,WR,home,81,left,21.48,9.53,38,81,DEN,26.94,4.57,46.19,25.72,7.1535234,29.817997,35.76
2019090803,859,"(2:24) (Punt formation) M.Haack punts 52 yards to BAL 5, Center-T.Pepper. C.Jones ran ob at BAL 20 for 15 yards (D.Lacey).",1,4,5,MIA,Punt,Return,45296,43349,,MIA,43,02:24:00,,,,0,21,,52,15.0,37,67,MIA,BAL,H,0.86,2.12,4.44,N,C,C,L,L,,,MIA 44,,MIA 30; MIA 35,,BAL 36,BAL 34; BAL 28,CC,2019-09-08T17:41:38.600Z,15.13,21.77,5.72,1.22,0.57,39.5,354.21,punt_received,43349,Cyrus Jones,27,CB,away,77,left,15.28,22.39,30,35,MIA,21.58,9.5,32.94,28.11,13.862013,18.904806,84.02
2019111009,3979,"(12:59) (Punt formation) J.Hekker punts 56 yards to PIT 6, Center-J.McQuaide. R.Switzer to PIT 5 for -1 yards (T.Howard).",4,4,2,LA,Punt,Return,38815,44946,,LA,38,12:59:00,,,,14,10,,56,-1.0,57,48,PIT,LA,OK,0.92,2.26,4.55,N,C,C,,,LA 33; LA 88,,LA 48,,LA 88; LA 25,,,PIT 80; PIT 25,CC,2019-11-11T00:11:49.300Z,103.45,34.44,2.43,2.29,0.26,269.29,53.99,punt_received,44946,Ryan Switzer,10,WR,home,77,right,102.68,34.65,88,25,LA,91.69,41.17,81.75,26.09,13.549557,23.251076,69.98
2019111009,462,"(10:54) (Punt formation) J.Hekker punts 50 yards to PIT 24, Center-J.McQuaide. D.Johnson pushed ob at PIT 32 for 8 yards (T.Reeder).",1,4,15,LA,Punt,Return,38815,47849,,LA,26,10:54:00,,,,0,7,,50,8.0,42,84,PIT,LA,OK,0.83,2.2,4.96,N,L,L,R,R,,,LA 51,,LA 88; LA 31,,,PIT 29; PIT 80; PIT 25,CC,2019-11-10T21:43:24.600Z,33.74,11.02,4.41,3.61,0.43,106.6,180.15,punt_received,47849,Diontae Johnson,18,WR,home,83,left,34.01,11.15,88,31,LA,44.26,12.85,44.75,14.64,10.677982,11.589845,41.84
2020120604,4746,"(8:16) B.Colquitt punts 52 yards to JAX 28, Center-A.DePaola. K.Cole Sr. to JAX 29 for 1 yard (D.Chisena). PENALTY on JAX-B.Watson, Offensive Holding, 10 yards, enforced at JAX 28.",5,4,14,MIN,Punt,Return,34723,45555,,MIN,20,08:16:00,OH,JAX 40,10.0,24,24,,52,0.0,62,90,MIN,JAX,OK,0.88,2.08,4.3,N,C,C,,,,,,,MIN 85; MIN 29,,JAX 33; JAX 42,JAX 40; JAX 31,CC,2020-12-06T21:25:03.900Z,37.63,28.35,1.79,2.67,0.17,70.46,359.36,punt_received,45555,Keelan Cole,84,WR,away,75,left,37.86,28.63,85,29,MIN,46.14,18.72,55.32,41.71,12.851342,22.168123,92.57
2018122400,2467,"(9:36) C.Wadman punts 50 yards to OAK 25, Center-C.Kreiter. D.Harris to OAK 32 for 7 yards (J.Jewell, J.Jones).",3,4,12,DEN,Punt,Return,45986,37251,,DEN,25,09:36:00,,,,17,0,,50,7.0,43,35,OAK,DEN,OK,0.89,2.1,4.44,N,C,C,C,C,DEN 41; DEN 42,DEN 43,DEN 47,,DEN 19; DEN 41,OAK 58,OAK 25; OAK 32,OAK 14; OAK 23; OAK 37,CC,2018-12-25T03:05:28.200Z,84.46,22.47,2.74,2.31,0.26,279.5,38.68,punt_received,37251,Dwayne Harris,17,WR,home,76,right,83.48,22.32,19,41,DEN,59.0,25.11,79.93,18.53,25.596508,6.0037074,83.75
2018090905,3844,"(4:41) T.Daniel punts 47 yards to NE 17, Center-J.Weeks. R.McCarron MUFFS catch, RECOVERED by HOU-J.Bademosi at NE 16. J.Bademosi to NE 16 for no gain (J.Jones).",4,4,8,HOU,Punt,Muffed,46810,45651,,HOU,36,04:41:00,,,,27,13,,48,,48,46,NE,HOU,OK,0.74,2.04,4.44,N,C,C,,,,,,,HOU 18; HOU 23,,NE 18; NE 30; NE 43,NE 31; NE 32,MBDR,2018-09-09T19:51:12.200Z,92.75,23.13,1.69,0.99,0.17,246.5,183.18,punt_received,45651,Riley McCarron,17,WR,home,78,right,91.89,23.03,18,23,HOU,88.12,27.3,88.71,22.06,6.231035,4.179294,86.42
2018093004,3535,"(14:18) T.Daniel punts 51 yards to IND 8, Center-J.Weeks. C.Rogers to IND 27 for 19 yards (A.Blue, A.Moore).",4,4,10,HOU,Punt,Return,46810,43556,,HOU,41,14:18:00,,,,17,28,,51,19.0,32,69,IND,HOU,OK,0.81,2.0,4.78,N,R,R,C,L,,HOU 33,HOU 28,,HOU 33; HOU 23,,,IND 32; IND 28,CC,2018-09-30T19:40:29.500Z,18.79,45.73,1.27,3.87,0.12,71.16,55.33,punt_received,43556,Chester Rogers,80,WR,home,78,left,19.69,45.56,33,23,HOU,27.56,49.04,27.64,36.94,9.373847,12.473435,29.04
2019092206,1683,"(2:28) L.Edwards punts 44 yards to NE 15, Center-T.Hennessy. G.Olszewski to NE 15 for no gain (A.McClellan, D.Brown).",2,4,5,NYJ,Punt,Return,43524,48988,,NYJ,41,02:28:00,,,,20,0,,44,0.0,44,51,NE,NYJ,OK,0.8,2.15,4.54,N,L,L,,,NYJ 15; NYJ 47,NYJ 87,NYJ 47,,NYJ 15; NYJ 23,,NE 18,NE 27; NE 33; NE 30,CC,2019-09-22T18:11:58.500Z,94.73,47.11,2.55,4.61,0.23,296.68,14.89,punt_received,48988,Gunner Olszewski,80,WR,home,78,right,93.78,46.95,15,23,NYJ,89.07,48.49,86.8,41.24,5.8258047,9.866195,23.83
2018110407,2212,"(13:33) C.Wadman punts 44 yards to HOU 23, Center-C.Kreiter. T.Ervin to HOU 23 for no gain (B.Parker).",3,4,2,DEN,Punt,Return,45986,43408,,DEN,33,13:33:00,,,,10,16,,44,0.0,44,43,DEN,HOU,OK,0.94,2.11,4.06,N,R,R,,,,,DEN 89,,DEN 38; DEN 41,HOU 05; HOU 18; HOU 49,HOU 34,HOU 31; HOU 23,CFFG,2018-11-04T22:52:04.900Z,87.44,4.03,2.97,2.33,0.32,237.66,219.03,punt_received,43408,Tyler Ervin,21,RB,away,89,right,86.94,3.65,38,41,DEN,85.31,17.46,91.63,2.58,13.59786,4.433802,13.7
2020092707,1633,"(2:48) B.Anger punts 58 yards to PIT 24, Center-J.Weeks. R.McCloud to PIT 37 for 13 yards (A.Moore).",2,4,8,HOU,Punt,Return,38600,46256,,HOU,18,02:48:00,,,,10,14,,58,13.0,45,92,PIT,HOU,OK,0.82,2.07,4.84,N,C,C,R,R,HOU 28,,HOU 33,,HOU 35; HOU 33,,,PIT 42; PIT 31; PIT 20,CC,2020-09-27T18:07:16.100Z,35.05,20.85,2.22,1.05,0.23,88.38,208.23,punt_received,46256,Ray-Ray McCloud,14,WR,home,83,left,35.34,21.21,35,33,HOU,49.7,24.26,40.71,25.43,15.041629,7.280934,79.59
2018123002,3146,"(13:33) S.Martin punts 47 yards to GB 28, Center-D.Muhlbach. J.Jackson to GB 37 for 9 yards (T.Walker). PENALTY on GB-T.Brown, Illegal Block Above the Waist, 10 yards, enforced at GB 28.",4,4,6,DET,Punt,Return,40113,46114,,DET,25,13:33:00,IBW,GB 28,10.0,0,24,,47,0.0,57,35,GB,DET,OK,0.8,2.15,3.35,N,C,C,C,C,DET 30,,,,DET 18; DET 30,GB 44; GB 51,,GB 21; GB 28,CFFG,2018-12-30T20:14:32.400Z,81.94,19.55,2.46,2.84,0.23,260.92,177.41,punt_received,46114,Josh Jackson,37,CB,home,74,right,80.86,19.49,18,30,DET,74.14,37.35,78.2,17.66,19.43399,4.1904297,73.13
2018110407,420,"(8:02) T.Daniel punts 43 yards to DEN 35, Center-J.Weeks. A.Jones to DEN 34 for -1 yards (B.Scarlett). PENALTY on HOU-A.Moore, Face Mask (15 Yards), 15 yards, enforced at DEN 34.",1,4,19,HOU,Punt,Return,46810,29830,,HOU,22,08:02:00,FMM,HOU 33,-15.0,0,7,,43,0.0,29,88,DEN,HOU,OK,0.79,2.17,4.08,N,R,C,,,HOU 23,,HOU 57,,HOU 23; HOU 33,DEN 21; DEN 40; DEN 43; DEN 45; DEN 48; DEN 89,,DEN 41; DEN 38; DEN 22,CC,2018-11-04T21:21:20.700Z,44.49,38.29,3.98,3.14,0.4,83.02,100.3,punt_received,29830,Adam Jones,24,CB,home,76,left,44.51,38.02,23,33,HOU,47.71,35.54,45.1,45.49,4.2344894,7.225794,57.34
2019092209,3867,"(4:33) R.Dixon punts 49 yards to TB 21, Center-Z.DeOssie. B.Wilson to TB 22 for 1 yard (C.Core).",4,4,5,NYG,Punt,Return,43517,45334,,NYG,30,04:33:00,,,,31,25,,49,1.0,48,80,TB,NYG,OK,0.87,2.11,4.58,N,R,C,,,NYG 30; NYG 85,,NYG 17,,NYG 30; NYG 17,,TB 36,TB 34; TB 26; TB 39,CC,2019-09-22T23:04:38.800Z,31.64,38.68,2.8,2.52,0.27,136.48,257.66,punt_received,45334,Bobo Wilson,85,WR,home,76,left,31.53,38.34,30,17,NYG,34.47,35.75,38.86,41.41,4.073549,7.7188926,56.14
2018093011,1053,"(11:03) R.Dixon punts 53 yards to NO 20, Center-Z.DeOssie. B.Tate pushed ob at NO 32 for 12 yards (Z.DeOssie). PENALTY on NO-J.Gray, Illegal Block Above the Waist, 10 yards, enforced at NO 25. Officially, a return for 5 yards.",2,4,19,NYG,Punt,Return,43517,34534,,NYG,27,11:03:00,IBW,NO 48,10.0,7,3,,53,5.0,58,37,NYG,NO,OK,0.92,2.23,4.67,N,R,C,R,R,,,,,NYG 80; NYG 81,,NO 31,NO 34; NO 24; NO 26,CC,2018-09-30T20:59:06.400Z,89.24,15.77,3.17,0.55,0.32,314.61,14.67,punt_received,34534,Brandon Tate,87,WR,away,82,right,87.73,16.27,80,81,NYG,43.1,29.16,77.84,5.25,48.043644,15.512266,61.05
2020112300,2949,"(1:34) J.Hekker punts 47 yards to TB 9, Center-J.McQuaide. K.Barner to TB 13 for 4 yards (N.Webster).",3,4,8,LA,Punt,Return,38815,40130,,LA,44,01:34:00,,,,17,24,,47,4.0,43,66,TB,LA,OK,0.8,2.16,4.3,A,C,C,C,C,,,LA 14,,LA 14; LA 25,,,TB 24; TB 29,CC,2020-11-24T03:25:56.900Z,18.37,16.17,1.67,1.02,0.17,83.12,12.42,punt_received,40130,Kenjon Barner,44,RB,home,78,left,19.41,16.17,14,25,LA,23.38,7.68,25.88,18.96,9.858002,8.011504,60.68
2018091700,2401,"(10:50) M.Dickson punts 51 yards to CHI 16, Center-T.Ott. T.Cohen pushed ob at CHI 23 for 7 yards (SM.Griffin).",3,4,8,SEA,Punt,Return,46218,44932,,SEA,33,10:50:00,,,,10,3,,51,7.0,44,43,CHI,SEA,OK,0.84,2.01,4.77,N,C,C,L,L,SEA 51,,SEA 49,,SEA 28; SEA 23,CHI 15; CHI 26; CHI 45,CHI 30,CHI 23; CHI 20; CHI 27,CC,2018-09-18T02:02:05.600Z,94.2,32.72,2.58,3.33,0.26,280.32,333.74,punt_received,44932,Tarik Cohen,29,RB,home,78,right,93.17,32.93,28,23,SEA,80.3,36.93,74.0,29.57,14.52357,20.444132,76.44
2020111504,1140,"(11:58) C.Johnston punts 36 yards to NYG 14, Center-R.Lovato. J.Peppers to NYG 15 for 1 yard (R.Ford).",2,4,10,PHI,Punt,Return,45603,44837,,,50,11:58:00,,,,14,3,,36,1.0,35,60,NYG,PHI,OK,0.89,2.02,4.0,A,L,L,R,R,,,PHI 36,,PHI 36; PHI 42,NYG 39,,NYG 45; NYG 27,CC,2020-11-15T18:41:55.800Z,23.79,7.35,4.16,1.43,0.41,108.59,143.06,punt_received,44837,Jabrill Peppers,21,SS,home,74,left,24.73,7.1,36,42,PHI,25.15,7.83,27.07,13.42,1.4422206,6.8995147,26.64
2018090912,1055,"(10:25) P.O'Donnell punts 63 yards to GB 18, Center-P.Scales. R.Cobb to GB 35 for 17 yards (B.Cunningham).",2,4,6,CHI,Punt,Return,41420,37139,,CHI,19,10:25:00,,,,0,10,,63,17.0,46,29,GB,CHI,OK,0.74,2.22,4.65,N,C,C,C,R,,,CHI 30,,CHI 15; CHI 27,,,GB 20; GB 31,CC,2018-09-10T01:09:45.100Z,91.41,34.71,1.68,3.46,0.18,259.96,102.53,punt_received,37139,Randall Cobb,18,WR,home,80,right,88.8,34.83,15,27,CHI,81.29,39.75,74.2,26.85,11.305573,18.91993,69.31
