Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
79038,1121.923,414.3293352,244.2396526,1.696404866,0.80778157,80260,317.2291083,0.704890839,0.984774483,0.789077579,0.765644818,0.005242154,0.001111217,0.586211987,0.994452867,1
37884,699.809,249.3710146,193.5915024,1.288129962,0.630340008,38145,219.6256062,0.755398696,0.993157688,0.972090379,0.880718261,0.006582489,0.002442969,0.775664655,0.999156882,3
66547,1044.703,366.5646538,233.6356676,1.568958445,0.770561618,68580,291.0846475,0.749538205,0.970355789,0.76621855,0.794088149,0.005508357,0.001351066,0.630575989,0.989347523,1
164698,1546.544,569.9455173,369.0319236,1.544434183,0.762077076,166443,457.9301328,0.813894188,0.98951593,0.865313797,0.803462996,0.003460549,0.000889587,0.645552786,0.997013789,2
34700,690.412,233.6301362,189.501815,1.2328649,0.58488132,35154,210.1937492,0.747877064,0.987085396,0.914792671,0.899685942,0.006732857,0.00272109,0.809434794,0.997923747,3
41088,738.801,251.2635837,208.4905009,1.205156027,0.558108356,41488,228.7244334,0.768919829,0.990358658,0.94595378,0.910296789,0.006115255,0.002590159,0.828640244,0.998640784,3
70380,1081.527,369.9593546,244.26955,1.514553716,0.751036661,71769,299.3502951,0.80008185,0.98064624,0.756108978,0.809143738,0.005256598,0.001389912,0.654713589,0.991598899,1
38669,721.004,248.3315607,198.7615526,1.249394349,0.599482579,39053,221.8893868,0.740700303,0.990167209,0.934754268,0.893520687,0.00642198,0.002525034,0.798379218,0.997490484,3
34676,668.424,226.4475067,195.193788,1.160116359,0.506938033,34982,210.1210471,0.777907394,0.991252644,0.975292284,0.927901791,0.006530381,0.002986251,0.861001735,0.998862198,3
60874,921.145,310.3337608,250.9693725,1.23654037,0.588210412,61578,278.4011208,0.8203822,0.988567345,0.901541464,0.897102268,0.005097969,0.002036783,0.80479248,0.995158391,1
71016,1068.488,379.4987868,239.198684,1.586542118,0.776350386,72219,300.6998163,0.733537851,0.983342334,0.781675991,0.792360415,0.005343849,0.001299347,0.627835028,0.996086715,1
75990,1116.443,379.5325031,256.6100138,1.479024522,0.736790318,77909,311.052203,0.709364848,0.975368699,0.766113647,0.819566705,0.004994506,0.001389983,0.671689584,0.993445366,1
61142,1024.175,361.2581014,216.1530585,1.671306915,0.801246683,62247,279.0132833,0.772970923,0.98224814,0.732489095,0.772337789,0.00590851,0.001296841,0.59650566,0.996944035,1
60294,973.818,348.1459097,221.5746204,1.571235501,0.771324702,61644,277.0716606,0.751083761,0.978100058,0.798966123,0.795849249,0.005774139,0.001428862,0.633376027,0.995182898,1
34638,677.314,234.6904502,188.3397997,1.246101199,0.59664803,34989,210.0058841,0.757876772,0.989968276,0.948817239,0.894820747,0.00677552,0.002679579,0.80070417,0.997758426,3
83242,1136.826,401.0345748,265.7398989,1.509124435,0.748941712,84536,325.5564562,0.705590167,0.984692912,0.80940219,0.811791493,0.004817695,0.001290616,0.659005428,0.994521194,1
37540,711.089,235.930872,202.9740175,1.162369819,0.509768874,38001,218.6261936,0.766748366,0.98786874,0.932945365,0.926653607,0.006284786,0.002858512,0.858686907,0.998111745,3
39277,720.153,256.9960951,194.8667003,1.318830229,0.651966573,39599,223.6269876,0.772773777,0.991868482,0.951696834,0.870157142,0.00654317,0.002313975,0.757173452,0.998583237,3
37904,710.507,231.7332227,208.670686,1.11052121,0.434901413,38307,219.6835718,0.809395687,0.98947973,0.943535371,0.948002057,0.006113688,0.003045932,0.8987079,0.998034185,3
60110,949.622,345.9102405,222.2243718,1.556581025,0.766341327,61062,276.6485659,0.727539003,0.984409289,0.837635466,0.799769806,0.005754621,0.0014523,0.639631743,0.995638634,1
41493,737.428,251.1591551,210.7495966,1.191742045,0.543965223,41887,229.8489252,0.784070295,0.99059374,0.958838476,0.915152486,0.006053049,0.002618954,0.837504073,0.998088817,3
202236,1685.383,633.5119695,408.9218693,1.549224967,0.763773753,203633,507.439526,0.79706455,0.993139619,0.894686971,0.800994378,0.003132538,0.000795415,0.641591994,0.993970335,2
40647,737.815,247.6331774,209.1588573,1.18394784,0.535347659,41105,227.4936654,0.779394846,0.988857803,0.93830364,0.918671996,0.006092287,0.002676714,0.843958236,0.999202531,3
74880,1059.737,367.6958053,259.6779415,1.415968577,0.707982116,75991,308.7720472,0.758063536,0.985379848,0.837875525,0.839748626,0.004910467,0.00150626,0.705177754,0.998509541,1
82624,1160.196,418.8289347,251.6113121,1.664587062,0.799437256,84071,324.345717,0.70739726,0.982788357,0.771353319,0.774410959,0.005069095,0.001124595,0.599712334,0.998273391,1
49878,822.009,292.0031631,218.0170791,1.339359119,0.665244314,50429,252.005242,0.779977482,0.989073747,0.9276107,0.863022302,0.005854348,0.002003302,0.744807494,0.997564709,3
62434,947.305,361.6383842,220.6904303,1.638668173,0.792207606,63123,281.9458064,0.786877395,0.989084803,0.874281653,0.779634626,0.005792331,0.001320072,0.60783015,0.996031921,1
38426,718.102,248.3744091,197.2543624,1.259158003,0.607680619,38830,221.1911001,0.775781313,0.989595673,0.936402943,0.890555113,0.006463707,0.002507868,0.79308841,0.998623619,3
38627,715.538,254.513712,193.625495,1.314463842,0.64902573,38930,221.7688524,0.773328795,0.992216799,0.948059159,0.871343436,0.006589011,0.00234292,0.759239384,0.997992717,3
42492,747.511,268.3935132,201.7675119,1.330211741,0.659436788,42859,232.5994298,0.764904954,0.991437038,0.955612586,0.86663581,0.00631633,0.002197815,0.751057628,0.999065674,3
202626,1715.46,644.7516591,406.4288112,1.58638276,0.776298976,207843,507.9285737,0.744018506,0.974899323,0.865254454,0.787789479,0.003181979,0.000755993,0.620612263,0.984528595,2
178177,1609.793,593.2555045,385.3183285,1.539650364,0.760363207,181200,476.3003279,0.724046569,0.983316777,0.864015308,0.802858674,0.003329585,0.000853348,0.644582051,0.992430989,2
67808,1032.304,364.4004204,238.5087834,1.527828096,0.756041313,68798,293.8295885,0.749027925,0.985610047,0.799605143,0.806337128,0.005374003,0.001401343,0.650179564,0.993362606,1
68167,1098.149,385.2334158,226.1422793,1.70350019,0.809567612,69964,294.6063815,0.788860343,0.974315362,0.710332204,0.764747733,0.005651318,0.001192346,0.584839096,0.996273511,1
189378,1715.619,651.0513743,378.4024657,1.720526247,0.813748237,195616,491.0433367,0.736885112,0.968110993,0.808532898,0.754231319,0.003437841,0.000686252,0.568864882,0.978746961,2
76729,1058.497,397.6171783,247.1648798,1.608712284,0.783322762,77498,312.5610293,0.805503065,0.990077163,0.860577801,0.786085326,0.005182098,0.001220574,0.61793014,0.994071807,1
34443,684.507,234.60733,187.5726238,1.250754642,0.600643034,34874,209.4139194,0.784650082,0.987641223,0.923751269,0.892614563,0.006811466,0.002667327,0.796760758,0.996552217,3
38579,716.173,244.7539586,201.0759051,1.217221718,0.570146538,39039,221.6310186,0.797944072,0.988216911,0.945202676,0.905525777,0.006344228,0.002631248,0.819976933,0.998093731,3
62761,1026.847,356.449425,225.8237984,1.578440482,0.773712627,64077,282.683192,0.711575964,0.97946221,0.747976996,0.793052737,0.005679473,0.001385786,0.628932643,0.992732744,1
40459,726.133,250.0517074,206.2642772,1.212287997,0.565298386,40829,226.9669552,0.758568322,0.990937814,0.964256688,0.907680086,0.006180373,0.00258777,0.823883138,0.998783639,3
47149,857.69,300.2878932,200.3199142,1.499041643,0.74497456,48091,245.0142267,0.720767408,0.980412135,0.805418604,0.815931086,0.006368913,0.001741242,0.665743536,0.997977284,1
35842,679.664,232.1107485,196.7334531,1.179823487,0.530660587,36127,213.624558,0.77145932,0.992111163,0.975020092,0.920356163,0.006475943,0.0028662,0.847055467,0.999375935,3
63703,1010.611,360.8357262,225.5198267,1.600017752,0.780630302,64811,284.7967323,0.723634587,0.982904137,0.78379359,0.789269775,0.005664344,0.001355911,0.622946777,0.996725902,1
48813,813.947,288.045974,216.1629714,1.332540778,0.660931679,49316,249.3003046,0.736155517,0.98980047,0.925876604,0.865487898,0.005901009,0.002042444,0.749069302,0.99816539,3
82952,1154.249,404.4525056,261.9958139,1.543736518,0.76182836,84639,324.9888717,0.708918743,0.98006829,0.782415979,0.803527898,0.004875741,0.001253788,0.645657083,0.996724417,1
45753,906.221,275.3211301,212.1319136,1.297876992,0.637453243,46399,241.3597499,0.77911927,0.986077286,0.700101803,0.876648116,0.006017554,0.002192305,0.768511919,0.997433938,3
35246,683.282,240.0903587,186.9855135,1.284005131,0.627256068,35599,211.8409804,0.781282557,0.990083991,0.948679991,0.882338556,0.006811847,0.002546746,0.778521327,0.999625379,3
85886,1149.584,419.7902253,262.0142339,1.602165726,0.781300416,87013,330.6863341,0.784741194,0.987047912,0.81667793,0.787741863,0.004887761,0.001160982,0.620537242,0.994203501,1
57187,898.194,326.1756939,224.4836173,1.453004445,0.725493384,57817,269.8383773,0.691917725,0.989103551,0.89077266,0.827279231,0.005703669,0.001647944,0.684390926,0.994423058,1
42192,758.318,245.2178698,219.319786,1.118083663,0.447293062,42784,231.7768817,0.774449339,0.986163052,0.92201343,0.945187567,0.005811952,0.002861368,0.893379536,0.998873065,3
38010,713.114,239.8470136,202.0040737,1.187337509,0.539133208,38445,219.9905341,0.752613654,0.988685135,0.939268609,0.917211896,0.006310103,0.002754831,0.841277662,0.998880524,3
36461,694.029,242.5611765,192.0090373,1.263279999,0.611052403,36805,215.4613354,0.758987489,0.990653444,0.951224887,0.888276263,0.00665262,0.002554846,0.789034719,0.996771779,3
205476,1746.64,679.0974408,386.4526105,1.757259292,0.822290479,207384,511.4881902,0.773850951,0.990799676,0.846377604,0.753188216,0.003304996,0.000656092,0.567292489,0.996879998,2
40591,727.926,252.6683515,204.9644805,1.232742136,0.584769283,40944,227.3369006,0.795434058,0.991378468,0.962642765,0.899744266,0.006224738,0.002516386,0.809539745,0.997953755,3
35254,687.045,225.0636401,199.6920336,1.127053674,0.461251975,35676,211.8650205,0.769805223,0.98817132,0.938529434,0.941356056,0.00638406,0.003092377,0.886151223,0.998739992,3
33433,657.349,225.0025125,189.5660154,1.186934863,0.538686621,33708,206.3206672,0.776807082,0.991841699,0.972284135,0.916970503,0.006729953,0.002935035,0.840834904,0.998016261,3
53507,843.007,299.6543401,227.6097554,1.316526788,0.650420466,53987,261.0119314,0.753407491,0.991108971,0.946145884,0.871043387,0.005600283,0.001988607,0.758716582,0.998870705,3
36831,692.49,240.3522783,195.326873,1.230513111,0.582725416,37129,216.5518083,0.782256866,0.991973929,0.965153438,0.900976724,0.006525815,0.002652582,0.811759057,0.998880163,3
40445,730.904,258.3133109,199.9540393,1.291863429,0.633093134,40795,226.9276832,0.767981923,0.991420517,0.95138002,0.87849783,0.00638678,0.002346521,0.771758438,0.997006502,3
39635,717.433,251.5773744,200.855151,1.252531355,0.602149694,39904,224.6438278,0.764121843,0.993258821,0.967667217,0.8929413,0.006347354,0.002489225,0.797344166,0.998698568,3
45347,834.011,264.891106,220.2328694,1.202777345,0.555660823,46554,240.2864824,0.793945654,0.974073119,0.819247015,0.907114195,0.005841425,0.002439756,0.822856163,0.989712751,3
186439,1663.337,627.8109193,382.6947468,1.640500489,0.792732192,188370,487.2181313,0.848622642,0.989748898,0.846810301,0.776058709,0.00336738,0.000753443,0.602267119,0.988019504,2
56545,975.553,339.5660561,212.5891557,1.597287759,0.77977387,57685,268.3194552,0.792024428,0.980237497,0.746624668,0.790183384,0.006005236,0.00144418,0.62438978,0.997330152,1
33019,655.703,224.4502114,187.5026272,1.197051022,0.549663318,33340,205.0392561,0.764328704,0.990371926,0.965071386,0.913517768,0.006797608,0.002920141,0.834514712,0.998956688,3
37049,692.49,235.9526183,200.1860404,1.178666693,0.529329606,37347,217.1917399,0.783807227,0.992020778,0.970866111,0.920488789,0.006368664,0.002820344,0.847299611,0.998683831,3
33824,656.339,220.7538648,195.2815454,1.130438948,0.466327555,34079,207.5236236,0.788438228,0.992517386,0.986684731,0.940067907,0.006526545,0.003144127,0.883727669,0.999000177,3
59553,970.618,360.8464531,211.1895381,1.70863792,0.810844604,60682,275.3638223,0.77253269,0.981394812,0.79435901,0.763105249,0.006059249,0.001267466,0.58232962,0.994990471,1
35412,675.129,228.0033684,197.9427918,1.151864973,0.496289109,35693,212.3392539,0.795918367,0.992127308,0.976307876,0.931298758,0.006438591,0.002987629,0.867317377,0.999032507,3
67412,1052.897,377.4220072,228.3895581,1.652536177,0.796126315,68526,292.9703469,0.792150411,0.983743397,0.764144162,0.776240763,0.005598736,0.001253879,0.602549723,0.995735215,1
46625,785.298,281.1157886,211.6732848,1.328064564,0.65804862,46992,243.648915,0.735874369,0.99219016,0.950079016,0.866720849,0.006029293,0.002098762,0.75120503,0.997648781,3
47143,858.562,296.8462778,203.0587116,1.461874132,0.729431915,47996,244.9986364,0.717986598,0.982227686,0.803681099,0.825338415,0.00629672,0.001802281,0.681183499,0.995804537,1
39614,720.724,249.8716832,202.0126213,1.236911246,0.588543648,39972,224.5843078,0.755415713,0.991043731,0.958342157,0.898798555,0.006307661,0.002539204,0.807838843,0.99922495,3
62599,989.399,363.7363749,221.0639332,1.645389954,0.794121783,63931,282.3181224,0.780614026,0.979165037,0.803589633,0.776161368,0.005810578,0.00130079,0.60242647,0.991226461,1
60340,980.964,345.4561468,222.9906301,1.549195797,0.763763481,61109,277.1773334,0.787646199,0.987415929,0.787968816,0.802351719,0.00572516,0.001463614,0.643768281,0.997323116,1
50913,828.731,294.4740388,220.4803859,1.335601975,0.662879546,51415,254.6064511,0.769043699,0.990236312,0.931561181,0.864614253,0.005783867,0.001993828,0.747557807,0.998439683,3
43329,754.79,265.286554,208.1735397,1.2743529,0.619860543,43707,234.8791098,0.765854779,0.9913515,0.95573228,0.885378872,0.00612261,0.002320775,0.783895746,0.998959817,3
35402,681.514,231.0084894,195.3459322,1.182561043,0.533781707,35696,212.3092706,0.775900235,0.991763783,0.957829256,0.919053976,0.006525295,0.002871732,0.84466021,0.998862259,3
70374,1067.18,394.9477693,227.1444539,1.738751542,0.818065334,71394,299.3375348,0.792339391,0.985713085,0.77650945,0.757916763,0.005612126,0.001142334,0.574437819,0.998804644,1
35720,685.93,240.8120223,189.0891572,1.273536917,0.619223515,36024,213.2606774,0.793636687,0.991561181,0.954029313,0.885589828,0.006741658,0.002557861,0.784269343,0.998795962,3
70056,1097.408,374.0286818,239.7954299,1.559782361,0.767444753,71547,298.6604586,0.708280255,0.979160552,0.73100266,0.79849614,0.005338996,0.001338846,0.637596085,0.994511127,1
75881,1164.144,372.0207639,261.7787545,1.421126648,0.710529858,77787,310.8290364,0.798411195,0.975497191,0.703605947,0.83551529,0.004902687,0.001473776,0.6980858,0.992068333,1
76328,1162.038,415.4142707,235.1720675,1.766426919,0.824326576,78024,311.7432084,0.792705218,0.978263099,0.710318435,0.750439333,0.005442489,0.00106473,0.563159193,0.994779559,1
74439,1155.858,396.6460314,239.5846613,1.655556867,0.796964333,75814,307.8614599,0.805355404,0.981863508,0.700166661,0.776161705,0.005328471,0.001192865,0.602426992,0.997352143,1
57812,941.036,343.0901208,215.4655387,1.592320159,0.778201712,58931,271.3089098,0.783211857,0.981011692,0.8203806,0.790780303,0.005934583,0.001431507,0.625333488,0.995731119,1
62145,1051.69,328.9746105,241.2600003,1.363568806,0.679830076,63727,281.2925017,0.767933272,0.975175357,0.706058308,0.855058393,0.005293662,0.001745497,0.731124855,0.996939045,1
39629,719.764,245.4139047,205.8607852,1.19213528,0.544391949,40002,224.6268237,0.749640587,0.990675466,0.961264127,0.915297868,0.006192786,0.002681116,0.837770187,0.998735396,3
41333,731.681,246.8862388,213.660101,1.155509323,0.50104844,41715,229.4053402,0.791137908,0.990842623,0.970204393,0.92919452,0.005973102,0.002746669,0.863402456,0.997669588,3
46294,782.096,270.6347841,218.8189766,1.236797595,0.588441583,46720,242.7825189,0.755894455,0.990881849,0.95107429,0.89708542,0.005846001,0.002335468,0.804762251,0.995328016,3
85816,1200.368,397.8603704,276.0131662,1.441454319,0.720221866,87299,330.5515463,0.801898781,0.983012406,0.74842677,0.830822999,0.004636203,0.001362625,0.690266856,0.994988141,1
32829,658.101,221.5995,189.0026275,1.172467827,0.522071263,33154,204.4484801,0.789785166,0.990197261,0.952538233,0.922603526,0.006750114,0.003016833,0.851197267,0.998001409,3
89968,1233.517,422.4816447,272.7682103,1.548866872,0.763647606,91792,338.4535646,0.784547635,0.980128987,0.743032229,0.801108329,0.00469591,0.001193066,0.641774555,0.994023348,1
34207,668.737,228.0324687,191.4154535,1.191296024,0.543480298,34515,208.6952446,0.757730817,0.991076344,0.961200851,0.91519969,0.006666252,0.002884861,0.837590472,0.997818199,3
38284,716.131,250.4616552,195.1792736,1.283238996,0.626678306,38694,220.7820254,0.783817538,0.989404042,0.938085069,0.881500305,0.006542202,0.002436652,0.777042787,0.997131606,3
35725,684.673,235.1553949,193.9051263,1.212734286,0.565741088,36053,213.2756028,0.765727146,0.990902283,0.957669592,0.906956028,0.006582376,0.002747308,0.822569236,0.997557915,3
52596,887.942,312.6866807,214.5149593,1.457645106,0.727565667,53574,258.7804225,0.752920293,0.981744876,0.838288258,0.82760296,0.005945066,0.001720381,0.68492666,0.998379994,1
63127,989.856,351.1002035,229.1462507,1.532210116,0.757657815,64252,283.5062482,0.718528046,0.982490817,0.809619528,0.807479589,0.005561807,0.001458552,0.652023287,0.999036677,1
67659,1058.219,370.583891,233.3440463,1.58814376,0.776866031,69000,293.5065832,0.661514094,0.980565217,0.759249175,0.792011176,0.00547723,0.001329431,0.627281702,0.996213521,1
40285,737.587,261.9989488,195.9536041,1.337045828,0.663791671,40752,226.4783766,0.745562897,0.98854044,0.93052217,0.864424753,0.006503635,0.002239983,0.747230153,0.999080959,3
51015,859.253,327.8575096,198.507869,1.651609638,0.795868169,51718,254.861365,0.777418814,0.986407054,0.868291682,0.777354056,0.006426688,0.00144758,0.604279329,0.998033563,1
68882,1003.476,356.9580685,246.8182474,1.446238567,0.722425416,69727,296.1474064,0.778855721,0.987881309,0.859610343,0.829642002,0.005182168,0.001514447,0.688305851,0.995454467,1
196264,1668.132,628.0231974,400.8060181,1.566900618,0.769868483,198006,499.8910741,0.834455782,0.991202287,0.886318231,0.795975493,0.00319989,0.000792344,0.633576985,0.99275217,2
172359,1545.501,568.8688779,387.3404908,1.468653269,0.732380204,173829,468.459491,0.757455504,0.991543413,0.906786924,0.823492916,0.003300488,0.000936262,0.678140582,0.995953383,2
41323,763.498,264.0834418,199.994315,1.320454743,0.653049923,41984,229.3775876,0.755392659,0.984255907,0.890811674,0.868579969,0.006390713,0.002243718,0.754431162,0.996192206,3
58191,959.247,341.437891,217.4412004,1.570253891,0.770996245,59272,272.1967714,0.715650826,0.981762046,0.794702877,0.797207277,0.005867538,0.00146191,0.635539442,0.997958282,1
87552,1155.741,371.3509385,301.7053564,1.230839727,0.583026045,88998,333.8782242,0.821621622,0.983752444,0.823673123,0.899090832,0.00424149,0.001709671,0.808364324,0.994966924,1
56493,877.951,321.3010809,224.3158962,1.432359838,0.715952895,57079,268.1960507,0.712980375,0.989733527,0.921009153,0.834718794,0.005687449,0.00170317,0.696755465,0.998004545,3
32795,651.03,225.2102521,185.6002312,1.213415795,0.566415511,33091,204.3425821,0.775992617,0.99105497,0.972334053,0.907341385,0.006867213,0.002871066,0.82326839,0.998966867,3
66906,1019.347,369.0277304,231.2796933,1.595590711,0.779238792,67928,291.8687462,0.756410256,0.984954658,0.809153342,0.790912775,0.005515615,0.001331337,0.625543017,0.998110628,1
38713,711.163,242.9600789,203.0492489,1.196557388,0.54913918,39057,222.0155907,0.771928775,0.99119236,0.96189659,0.913794528,0.00627593,0.002699306,0.835020439,0.999149876,3
47705,803.672,283.6167927,214.3764565,1.322984796,0.654725672,48140,246.4546459,0.778539372,0.990963855,0.928145554,0.86897057,0.005945222,0.002091068,0.755109851,0.998998852,3
39160,731.796,261.6340031,190.7172146,1.371842619,0.684570572,39585,223.2936644,0.747256941,0.98926361,0.918908956,0.85345812,0.006681154,0.002186554,0.728390763,0.999237491,3
36976,692.719,242.8508454,194.0600216,1.251421305,0.601209562,37264,216.9776611,0.799377378,0.992271361,0.968312622,0.893460596,0.006567797,0.002581672,0.798271837,0.998974383,3
50233,818.361,288.1186704,222.1320774,1.297060171,0.63686631,50713,252.9004588,0.777432135,0.990534971,0.942560273,0.87776491,0.005735645,0.002100269,0.770471237,0.999347555,3
61669,972.795,355.4939039,221.4226451,1.60549931,0.782333963,62489,280.2131501,0.723721116,0.98687769,0.818906109,0.788236161,0.005764548,0.001372684,0.621316246,0.997522804,1
45514,770.882,261.7816322,221.67977,1.180899963,0.531892667,45919,240.7285289,0.762506282,0.991180122,0.962451955,0.919577615,0.005751673,0.002537041,0.845622989,0.998596157,3
204635,1706.37,635.1262868,412.6639162,1.539088498,0.760160606,206334,510.4403729,0.807044459,0.991765778,0.883168083,0.803683273,0.003103703,0.000798729,0.645906803,0.994107731,2
69673,1063.011,390.0669854,228.7240767,1.705404131,0.810042421,70866,297.8429432,0.744488967,0.983165411,0.774816495,0.763568706,0.005598539,0.001173943,0.583037168,0.994313996,1
72960,1063.457,382.7319153,244.0928528,1.567976739,0.770231369,74227,304.7877248,0.776566757,0.982930739,0.810690009,0.796347816,0.005245777,0.00130137,0.634169844,0.994363563,1
65610,1081.364,342.2177385,246.0475649,1.390860091,0.695031199,68005,289.0281068,0.690043226,0.964782001,0.705076252,0.844573715,0.005215939,0.001637052,0.713304761,0.992107124,1
42670,744.706,261.4236083,208.1026678,1.256224204,0.605248953,42964,233.0861029,0.785241075,0.993157062,0.966858236,0.891603113,0.006126637,0.002388296,0.794956111,0.998643108,3
37008,691.802,242.2470916,194.6144489,1.244753887,0.595477935,37288,217.0715299,0.79334591,0.992490882,0.971721592,0.896074865,0.006545803,0.002603274,0.802950163,0.999475336,3
36518,691.304,232.8654425,199.7461437,1.16580695,0.51402542,36855,215.6296865,0.800833333,0.990856058,0.960237602,0.925984054,0.00637673,0.002891957,0.857446468,0.999617052,3
164968,1551.497,575.8143385,367.2202006,1.568035575,0.770251183,166784,458.3053362,0.786258305,0.989111665,0.861207281,0.795925536,0.003490461,0.000864077,0.633497459,0.993346553,2
92041,1193.866,440.9058834,266.8912996,1.652005457,0.795978513,93687,342.3306018,0.684065403,0.98243086,0.811484118,0.77642557,0.00479032,0.00107385,0.602836666,0.995889461,1
38867,719.796,251.8535653,196.7403196,1.280131931,0.624319019,39272,222.4567405,0.781843418,0.989687309,0.942696786,0.883278107,0.006479882,0.00243297,0.780180215,0.998733605,3
49848,805.584,270.6473214,234.714171,1.153093229,0.49790328,50183,251.9294441,0.789934077,0.993324433,0.965241394,0.930840338,0.005429452,0.002514413,0.866463735,0.999113466,3
36609,688.123,224.3725593,207.9820031,1.078807569,0.375186433,36943,215.8981855,0.764088329,0.990959045,0.971550953,0.962230792,0.006128891,0.003240997,0.925888098,0.998855088,3
39158,727.678,243.0275665,205.6639014,1.181673423,0.532774098,39634,223.2879623,0.76331384,0.98799011,0.92929131,0.918776275,0.006206332,0.00272806,0.844149844,0.997509436,3
39890,721.856,247.1639918,205.8736784,1.200561401,0.553357813,40261,225.3653155,0.757644824,0.990785127,0.961994877,0.911804806,0.006196139,0.002641852,0.831388004,0.998132347,3
35507,682.142,239.2324137,189.1161631,1.265002471,0.612446177,35835,212.6238851,0.781920282,0.990846937,0.958902087,0.888775404,0.006737613,0.002593307,0.789921719,0.999252926,3
78471,1131.829,380.0231477,264.8075786,1.435091661,0.717246431,80312,316.0891968,0.725293922,0.9770769,0.769763681,0.831763009,0.004842848,0.001429812,0.691829703,0.992839037,1
83982,1174.925,412.0556943,260.2859528,1.583088483,0.775231987,85570,327.0003111,0.741956003,0.981442094,0.764497003,0.793582799,0.004906476,0.001200379,0.629773658,0.996987425,1
47812,802.135,282.2464816,216.0487319,1.306401936,0.643482046,48280,246.730884,0.746129838,0.990306545,0.93379564,0.874168148,0.005903256,0.002126431,0.76416995,0.998313102,3
79519,1135.829,415.9245222,243.97465,1.704785814,0.809888429,80702,318.1929216,0.811335578,0.985341132,0.774559648,0.765025635,0.005230505,0.001105166,0.585264222,0.997750143,1
179759,1663.533,637.2804154,362.5224249,1.757906192,0.822435365,182091,478.4101455,0.776483344,0.987193217,0.816277201,0.750705865,0.003545193,0.000694543,0.563559296,0.990684375,2
61955,941.725,356.2676132,221.8502492,1.605892328,0.782455301,62655,280.8621655,0.74689572,0.988827707,0.877885803,0.78834605,0.005750426,0.001370084,0.621489494,0.99804521,1
40778,725.165,254.1433484,204.3979634,1.24337515,0.594274212,41037,227.8599617,0.802779746,0.993688622,0.974455735,0.896580466,0.006232364,0.002484218,0.803856532,0.999495236,3
38145,762.943,256.1133025,190.105434,1.347217158,0.670100002,38876,220.3808577,0.740277131,0.981196625,0.82349942,0.860481887,0.006714204,0.002270603,0.740429077,0.997518757,3
54692,881.807,330.7268466,211.9992114,1.560038098,0.767532538,55278,263.8863717,0.678224206,0.989399038,0.88386632,0.797898249,0.006047079,0.001511874,0.636641616,0.993185175,1
35967,684.169,231.4932948,197.9525237,1.169438462,0.518444527,36223,213.9967446,0.78621549,0.992932667,0.96557785,0.92441876,0.006436269,0.002899272,0.854550045,0.999343689,3
40953,732.474,257.8436224,202.8515947,1.271094875,0.617305753,41258,228.3483722,0.802024989,0.992607494,0.959204391,0.88560799,0.006296086,0.002389002,0.784301512,0.996921633,3
36870,692.977,245.2284633,191.528799,1.280373837,0.624503643,37138,216.6664303,0.755145929,0.992783672,0.964817918,0.883528883,0.006651165,0.002500118,0.780623287,0.999489634,3
42461,747.718,265.8522749,203.4464715,1.30674311,0.643719708,42808,232.514568,0.759914811,0.991894038,0.954386771,0.874600633,0.006261093,0.002259795,0.764926267,0.99956213,3
75180,1059.084,372.1528356,258.7489339,1.438277755,0.718742852,76407,309.3899626,0.765518084,0.983941262,0.842270076,0.831351888,0.004950157,0.001458607,0.691145962,0.994059863,1
37482,705.803,244.497488,195.3803884,1.251392169,0.601184833,37878,218.4572375,0.777634855,0.989545383,0.945508898,0.893494814,0.006523064,0.002564481,0.798332982,0.999027642,3
43880,756.327,256.2454805,218.6627679,1.171875226,0.521365997,44263,236.3678303,0.769581536,0.991347175,0.96395614,0.922427314,0.005839687,0.002607942,0.85087215,0.997115993,3
40965,745.06,255.4926019,204.4643427,1.249570456,0.599633154,41428,228.3818249,0.785311709,0.988823984,0.927342848,0.893888211,0.006236851,0.002456281,0.799036134,0.998451946,3
40901,735.219,257.646522,202.5113841,1.27225698,0.618220486,41292,228.2033537,0.78935078,0.990530853,0.950846356,0.885722624,0.006299272,0.002391449,0.784504567,0.998091412,3
42218,741.094,249.391578,215.7686594,1.155828556,0.501461059,42547,231.8482847,0.77420183,0.992267375,0.965963964,0.92965563,0.005907233,0.002721776,0.864259591,0.998935915,3
56430,946.46,330.9432846,217.743578,1.519876212,0.753063084,57314,268.0464652,0.716571429,0.984576194,0.791617499,0.809946833,0.005864669,0.001556859,0.656013872,0.997059879,1
36549,694.092,239.78448,194.256328,1.234371526,0.586251845,36884,215.7211907,0.775592055,0.990917471,0.953347617,0.899646177,0.00656063,0.002651016,0.809363244,0.999054942,3
45653,777.821,266.987536,218.420544,1.222355421,0.575086426,46020,241.0958418,0.748495729,0.992025206,0.948243462,0.903022835,0.005848193,0.002398813,0.815450241,0.996770023,3
41189,733.839,249.4969654,210.544397,1.185008811,0.53653891,41569,229.005379,0.78341829,0.990858572,0.96114638,0.917868394,0.006057369,0.002652073,0.842482389,0.998349054,3
79500,1114.478,384.1038177,264.4901705,1.452242315,0.725150586,80894,318.1549054,0.78420928,0.982767572,0.804329492,0.82830446,0.004831495,0.001402882,0.686088279,0.996366431,1
